SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1728492577,1639.6,20241009 09:49:37,09:49:37,5,preburn,quag,8,86,1728492569,0.001615476,1.615476343,16.27501821,1083.417143,792.2143478,77.32476624,105.7478668,0.09934539,2.885372266,0.097483519,0.061091575,283.8946285,26.24992494,24.91643214,3.163870118,49.9412174,1.585720909,3.175174718,1.578149209,-71.24250672,9.302260138,0.68157236,222.6359543,47.31567936,1.631018417,16.27501821,1176.633807,1138.004424,5.049159004,66.79480608,1.615476343,14.64348779,16.23310242,-6.69978E-05,79.11630162,15,3,1,0,51906.99786,1600.007857,1358.790732,0.849240037,0.177433271,6,0.5,0: Broadleaf,2,TRUE,1728492569,1083.417143,1132.500357,16.24616429,14.64162857,1093.355,16.33659286,599.9943571,97.50593214,0.099932296,24.97623214,24.91643214,999.9,0,0,9999.688571,0,65.20541429,-49.08431429,1101.307857,1149.329286,1.604530714,1132.500357,14.64162857,1.584097857,1.427647857,13.80497857,12.21450357,1600.007857,0.691998821,0.308001,0,2.006107143,0,14570.28214,13790.25,38.20739286,38.70739286,38.77428571,36.87464286,37.50417857,1107.203214,492.8042857,0,1728492634,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-48.842645,-4.793234522,0.463784984,0,1.611211,-0.138140713,0.013367673,0,0,2,0/2,3.23075,2.70432,0.202464,0.207395,0.0853421,0.0793278,26330.8,25547.8,31597,30534.1,38734.7,37162.1,44304,42623.3,2.13435,1.9172,0.133161,0,22.728,999.9,70.5,23.4,20.8858,60.8919,25.4688,1,-0.258183,-0.700035,20.1977,5.22073,11.9972,4.9653,3.29565,9999,9999,9999,148.4,4.971,1.86766,1.85884,1.86508,1.86304,1.86438,1.85983,1.86388,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-10.16,-0.0904,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.1,27,2.61475,2.37549,1.44897,2.32422,1.55151,2.22656,28.7534,14.7362,18,571.692,439.638,23.6209,23.6686,30.0006,23.5981,23.5127,52.3543,38.3079,59.3909,23.6449,1208.15,14.6658,100.301,101.863
110,1728492582,1644.6,20241009 09:49:42,09:49:42,5,preburn,quag,8,86,1728492575,0.001601987,1.601986799,16.39891385,1109.651481,813.247417,79.37788875,108.3087262,0.098405565,2.884636027,0.096577949,0.060522595,283.8921921,26.25327512,24.91942593,3.164435226,49.91318092,1.584783213,3.175079576,1.579652013,-70.64761782,8.756154796,0.641731262,222.6424603,47.70386739,1.618045819,16.39891385,1202.421215,1163.456,5.097332712,66.79480608,1.601986799,14.64704937,16.22336121,-6.56668E-05,79.11630162,15,2,1,0,51886.01914,1599.992222,1358.777629,0.849240146,0.177433483,6,0.5,0: Broadleaf,2,TRUE,1728492575,1109.651481,1159.15,16.23652222,14.64477407,1119.74,16.32694815,600.0098889,97.5061037,0.099971752,24.97572963,24.91942593,999.9,0,0,9995.439259,0,65.13028148,-49.50003704,1127.963704,1176.378519,1.591737037,1159.15,14.64477407,1.58315963,1.427956667,13.79586296,12.21779259,1599.992222,0.691995,0.308004704,0,2.013292593,0,14557.04815,13790.1,38.12937037,38.65022222,38.69655556,36.80766667,37.43737037,1107.186296,492.8051852,0,1728492639,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.19433902,-4.718341463,0.467968605,0,1.601514146,-0.141740906,0.014043749,0,0,2,0/2,3.23107,2.70432,0.205286,0.210166,0.085306,0.0793354,26236.8,25458.4,31595.7,30533.8,38734.6,37161.2,44302.1,42622.5,2.1345,1.91693,0.133928,0,22.7248,999.9,70.5,23.4,20.8867,60.6319,25.2123,1,-0.257889,-0.719815,20.1975,5.22058,11.9977,4.9653,3.2957,9999,9999,9999,148.4,4.97101,1.86764,1.85884,1.86507,1.86302,1.86436,1.8598,1.86386,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-10.31,-0.0905,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.2,27.1,2.65869,2.37671,1.44897,2.323,1.55151,2.31079,28.7534,14.7362,18,571.841,439.516,23.6749,23.6728,30.0004,23.6028,23.5174,53.303,38.3079,59.3909,23.7018,1228.21,14.6766,100.296,101.861
111,1728492587,1649.6,20241009 09:49:47,09:49:47,5,preburn,quag,8,86,1728492579,0.001594638,1.594638147,16.15126987,1133.188214,838.6836829,81.86082751,110.6063309,0.097840093,2.88570575,0.09603387,0.060180673,283.8931624,26.25751636,24.92416429,3.165329821,49.88076266,1.584012522,3.175598041,1.581317299,-70.32354229,8.448232967,0.618957703,222.6368108,47.8666178,1.608435171,16.15126987,1227.815622,1189.037212,5.112008561,66.79480608,1.594638147,14.64820171,16.21710121,-2.55987E-05,79.11630162,15,3,1,0,51916.16251,1599.996429,1358.781317,0.849240219,0.177433623,6,0.5,0: Broadleaf,2,TRUE,1728492579,1133.188214,1182.877143,16.22858571,14.64626429,1143.411786,16.31901786,600.0042143,97.50636071,0.099958771,24.97846786,24.92416429,999.9,0,0,10001.56179,0,65.11985714,-49.69008214,1151.880357,1200.459643,1.5823225,1182.877143,14.64626429,1.58239,1.428104643,13.78837857,12.21936429,1599.996429,0.69199225,0.3080075,0,2.000160714,0,14561.42857,13790.125,38.06007143,38.60017857,38.63364286,36.75189286,37.36810714,1107.185357,492.8103571,0,1728492644,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.536275,-3.062899812,0.3281961,0,1.5883945,-0.126093884,0.012202527,0,0,2,0/2,3.23087,2.70452,0.20809,0.212883,0.0852783,0.0793419,26144.6,25370.8,31595.9,30533.5,38736.1,37160.9,44302.4,42622.4,2.13458,1.91693,0.134811,0,22.721,999.9,70.5,23.4,20.8859,61.0919,25.3926,1,-0.257556,-0.747157,20.1974,5.22073,11.998,4.9652,3.2957,9999,9999,9999,148.4,4.97098,1.86762,1.85883,1.86506,1.86301,1.86434,1.85976,1.86386,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-10.44,-0.0904,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.2,27.2,2.70386,2.37427,1.44897,2.32422,1.55151,2.21436,28.7745,14.7362,18,571.947,439.556,23.732,23.6772,30.0003,23.6082,23.5222,54.139,38.3079,59.0148,23.7541,1258.27,14.6953,100.297,101.861
112,1728492592,1654.6,20241009 09:49:52,09:49:52,5,preburn,quag,8,86,1728492585,0.00158632,1.586319935,15.89377875,1159.687037,866.9090864,84.61547739,113.1923448,0.097172507,2.885196312,0.095390297,0.059776338,283.8955856,26.26700154,24.93232222,3.166870544,49.83420575,1.583201264,3.176936886,1.58366928,-69.95670914,8.277389025,0.606594441,222.8228599,47.94180651,1.597295467,15.89377875,1253.24745,1214.619636,5.137643401,66.79480608,1.586319935,14.65165529,16.21231515,-2.06798E-05,79.11630162,14,2,1,0,51900.34106,1600.00963,1358.79257,0.849240245,0.177433673,6,0.5,0: Broadleaf,2,TRUE,1728492585,1159.687037,1209.47963,16.22033704,14.649,1170.061481,16.31076667,600.019,97.50591852,0.100022763,24.98553704,24.93232222,999.9,0,0,9998.678519,0,65.12766296,-49.79295926,1178.807407,1227.46037,1.571334815,1209.47963,14.649,1.581578519,1.428363704,13.78048519,12.22213704,1600.00963,0.69199137,0.308008481,0,2.027733333,0,14572.85556,13790.23704,37.98581481,38.54840741,38.56,36.68962963,37.29848148,1107.193333,492.8159259,0,1728492649,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.689445,-1.059034897,0.198913279,0,1.57826025,-0.122077261,0.011806582,0,0,2,0/2,3.23106,2.70428,0.210866,0.215617,0.0852564,0.0793559,26053.2,25282.4,31596,30532.9,38737.3,37159.8,44302.6,42621.7,2.13528,1.9167,0.135638,0,22.7186,999.9,70.5,23.4,20.886,61.1019,25.2324,1,-0.257147,-0.728843,20.1974,5.21984,11.9971,4.96525,3.29553,9999,9999,9999,148.4,4.971,1.86768,1.85885,1.86506,1.86301,1.86433,1.85977,1.86387,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-10.58,-0.0904,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.3,27.3,2.7478,2.37793,1.44897,2.32422,1.55151,2.27783,28.7745,14.7362,18,572.465,439.465,23.7808,23.6813,30.0004,23.6131,23.5272,55.076,38.3079,59.0148,23.7976,1278.33,14.7091,100.297,101.859
113,1728492597,1659.6,20241009 09:49:57,09:49:57,5,preburn,quag,8,86,1728492589,0.001575447,1.575446694,15.92756173,1183.438929,887.0485516,86.58096364,115.5103434,0.096288661,2.885599596,0.09453865,0.059241239,283.8935884,26.2799306,24.94639286,3.169529491,49.78385741,1.582568141,3.178878101,1.58696135,-69.47719921,7.683414399,0.563056242,222.6628599,47.84914453,1.588568999,15.92756173,1278.884846,1240.299394,5.119949253,66.79480608,1.575446694,14.65317842,16.20338848,-5.29444E-05,79.11630162,15,3,1,0,51910.09326,1599.994643,1358.780186,0.84924046,0.177434087,6,0.5,0: Broadleaf,2,TRUE,1728492589,1183.438929,1233.168571,16.21389643,14.65106786,1193.947143,16.30432857,599.9936786,97.50568929,0.099975575,24.99578214,24.94639286,999.9,0,0,10001.02036,0,65.15685357,-49.72977857,1202.943929,1251.504643,1.5628275,1233.168571,14.65106786,1.580947143,1.428562143,13.77433929,12.22424643,1599.994643,0.691984929,0.308015036,0,1.995564286,0,14580.01071,13790.07857,37.92614286,38.49746429,38.49746429,36.64260714,37.23192857,1107.171786,492.8228571,0,1728492654,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.76192195,0.622616028,0.10481221,0,1.567860488,-0.11152453,0.011033102,0,0,2,0/2,3.23091,2.70445,0.213616,0.218297,0.0852215,0.0793617,25962.5,25196.1,31595.8,30532.8,38738.6,37159,44302.3,42620.9,2.13438,1.91695,0.137299,0,22.7185,999.9,70.5,23.4,20.887,61.1119,25.2043,1,-0.256956,-0.715458,20.1974,5.21969,11.9971,4.96485,3.2955,9999,9999,9999,148.4,4.97102,1.86764,1.85883,1.86507,1.86299,1.86434,1.85979,1.86388,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-10.73,-0.0905,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.4,27.3,2.78931,2.37549,1.44897,2.323,1.55151,2.29614,28.7745,14.7362,18,571.911,439.653,23.8231,23.6853,30.0003,23.6176,23.5321,55.893,38.3079,59.0148,23.8318,1298.37,14.7317,100.297,101.858
114,1728492602,1664.6,20241009 09:50:02,09:50:02,5,preburn,quag,8,86,1728492595,0.001562863,1.562862983,15.8875098,1210.071111,910.7798395,88.89719537,118.1096938,0.095265411,2.884926022,0.093551648,0.058621187,283.8962924,26.29544293,24.96291852,3.172654859,49.72379299,1.581780862,3.181134758,1.590873997,-68.92225756,6.962655095,0.510429705,222.4471197,47.79944349,1.57766792,15.8875098,1304.527293,1265.888727,5.141659902,66.79480608,1.562862983,14.65605634,16.1938903,-5.40408E-05,79.11630162,14,2,1,0,51888.74066,1600.010741,1358.793778,0.84924041,0.177433992,6,0.5,0: Broadleaf,2,TRUE,1728492595,1210.071111,1259.77963,16.20584444,14.65374444,1220.727037,16.29628148,600.0001852,97.50552222,0.100058741,25.00768519,24.96291852,999.9,0,0,9997.165556,0,65.16891111,-49.70898148,1230.004444,1278.514815,1.55208963,1259.77963,14.65374444,1.580159259,1.428821852,13.76666667,12.22700741,1600.010741,0.691986704,0.308013296,0,2.0538,0,14578.37778,13790.21852,37.85622222,38.44881481,38.42340741,36.58777778,37.16881481,1107.185556,492.8251852,0,1728492659,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.72454146,0.360760976,0.100997534,0,1.557996098,-0.11916439,0.011789404,0,0,2,0/2,3.23099,2.70438,0.216336,0.220945,0.0851879,0.0793678,25873,25110.5,31595.9,30532.2,38740,37158.5,44302.2,42620.6,2.13473,1.91698,0.13794,0,22.7167,999.9,70.5,23.4,20.8859,61.0319,25.2885,1,-0.256601,-0.66183,20.1978,5.21999,11.9971,4.96505,3.29555,9999,9999,9999,148.4,4.97102,1.8676,1.85884,1.86506,1.86303,1.86433,1.85979,1.86388,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-10.87,-0.0905,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.5,27.4,2.83569,2.37793,1.44897,2.32422,1.55151,2.26929,28.7745,14.7362,18,572.196,439.708,23.852,23.6896,30.0004,23.6225,23.537,56.829,38.0347,59.0148,23.8499,1328.43,14.7534,100.297,101.857
115,1728492607,1669.6,20241009 09:50:07,09:50:07,5,preburn,quag,8,86,1728492599,0.001549558,1.54955764,16.10531631,1233.841071,927.1715335,90.4972189,120.4299113,0.094200715,2.886435088,0.09252554,0.057976489,283.8969827,26.30814264,24.98006786,3.175901025,49.67324022,1.581097868,3.182997246,1.594803157,-68.33549191,5.825502094,0.426900104,221.813893,47.75368799,1.564928935,16.10531631,1330.015021,1291.379273,5.090528445,66.79480608,1.54955764,14.66475818,16.18937758,-2.38546E-05,79.11630162,14,2,1,0,51930.22285,1600.016429,1358.798443,0.849240307,0.177433792,6,0.5,0: Broadleaf,2,TRUE,1728492599,1233.841071,1283.526429,16.19882857,14.659225,1244.628571,16.28926071,599.9903929,97.50573571,0.099956039,25.01750357,24.98006786,999.9,0,0,10005.81964,0,65.18516786,-49.68561071,1254.1575,1302.6225,1.539593929,1283.526429,14.659225,1.579478571,1.42936,13.76003571,12.23271429,1600.016429,0.691990036,0.308009964,0,2.048035714,0,14563.14643,13790.27143,37.78771429,38.40146429,38.36796429,36.54221429,37.10467857,1107.195,492.8214286,0,1728492664,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.68416098,0.220154007,0.1061494,0,1.545974146,-0.155230035,0.015990362,0,0,2,0/2,3.23108,2.70444,0.219015,0.22359,0.0851728,0.0795016,25784,25025.4,31594.9,30532.1,38739.6,37152.8,44301,42620.2,2.1348,1.917,0.139263,0,22.7148,999.9,70.4,23.4,20.856,61.3419,25.2684,1,-0.256329,-0.610354,20.198,5.22043,11.9975,4.96525,3.29558,9999,9999,9999,148.4,4.97101,1.86764,1.85883,1.86507,1.86305,1.86435,1.85978,1.86386,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-11,-0.0905,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.6,27.5,2.8772,2.37793,1.44897,2.323,1.55151,2.26196,28.7745,14.7274,18,572.297,439.764,23.8661,23.6932,30.0003,23.6274,23.5419,57.641,38.0347,58.6337,23.86,1348.46,14.7766,100.294,101.856
116,1728492612,1674.6,20241009 09:50:12,09:50:12,5,preburn,quag,8,86,1728492605,0.001519859,1.519858742,16.11335194,1260.432963,946.8705568,92.4201789,123.0257284,0.092157268,2.886072422,0.090553117,0.056737499,283.8970527,26.32702723,24.99575556,3.178873062,49.62473232,1.580580502,3.185066051,1.59829256,-67.02577053,5.079853886,0.372354674,222.3234907,47.75441456,1.543671543,16.11335194,1355.620989,1316.935636,5.100407967,66.79480608,1.519858742,14.69907891,16.19415515,2.77857E-05,79.11630162,14,2,1,0,51917.94628,1600.022222,1358.802867,0.849239997,0.177433194,6,0.5,0: Broadleaf,2,TRUE,1728492605,1260.432963,1310.132222,16.19348889,14.67484074,1271.365185,16.28392593,600.0102593,97.50585185,0.100075626,25.0284037,24.99575556,999.9,0,0,10003.72222,0,65.20172963,-49.69921111,1281.18,1329.645185,1.518644444,1310.132222,14.67484074,1.57895963,1.430883704,13.75497778,12.24890741,1600.022222,0.691999778,0.308000222,0,2.031592593,0,14533.08519,13790.37037,37.7127037,38.35155556,38.303,36.48122222,37.04848148,1107.215556,492.8066667,0,1728492669,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.6888425,0.066206004,0.101934422,1,1.52983475,-0.233274934,0.023296514,0,1,2,1/2,3.23113,2.70448,0.221659,0.226201,0.0851897,0.0795601,25697.1,24941.3,31595.2,30531.9,38739.4,37150.3,44301.5,42620,2.13493,1.91695,0.140194,0,22.7133,999.9,70.4,23.4,20.8562,61.1719,25.2484,1,-0.254952,1.03249,20.1914,5.22073,11.9977,4.96535,3.29568,9999,9999,9999,148.4,4.971,1.86765,1.85883,1.86507,1.86301,1.86434,1.85977,1.86386,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-11.14,-0.0905,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.7,27.6,2.92236,2.37427,1.44897,2.323,1.55151,2.26929,28.7745,14.7274,18,572.432,439.775,23.7632,23.6972,30.0012,23.6324,23.5468,58.5627,37.7456,58.6337,23.385,1378.52,14.7902,100.295,101.855
117,1728492617,1679.6,20241009 09:50:17,09:50:17,5,preburn,quag,8,86,1728492609,0.001492029,1.492028888,16.34940344,1284.113571,960.0258019,93.70428108,125.3371928,0.090303209,2.887800165,0.088763278,0.055613218,283.8966495,26.34269473,25.00718571,3.181040037,49.59199535,1.580390731,3.186785932,1.600649306,-65.79847397,4.713426423,0.345324341,223.1569263,47.75836122,1.518745369,16.34940344,1381.04408,1342.30303,5.058451394,66.79480608,1.492028888,14.71952173,16.18757152,-3.76465E-05,79.11630162,15,2,1,0,51965.82862,1600.023929,1358.80395,0.849239768,0.177432752,6,0.5,0: Broadleaf,2,TRUE,1728492609,1284.113571,1333.821429,16.19153214,14.6974,1295.173214,16.28196429,600.009,97.50608929,0.099913482,25.03746071,25.00718571,999.9,0,0,10013.63571,0,65.23337143,-49.70766786,1305.2475,1353.717857,1.494132143,1333.821429,14.6974,1.5787725,1.433086071,13.75315714,12.27228571,1600.023929,0.692007571,0.307992429,0,1.988610714,0,14497.26786,13790.42857,37.64928571,38.30114286,38.24739286,36.43285714,36.98417857,1107.228929,492.795,0,1728492674,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.7031075,-0.369371482,0.09930927,0,1.50909775,-0.298861801,0.029720351,0,0,2,0/2,3.231,2.70426,0.224264,0.22876,0.0851653,0.0798203,25611.2,24858.8,31595,30531.7,38740.3,37139.4,44301.3,42619.6,2.13405,1.9172,0.140078,0,22.7148,999.9,70.4,23.4,20.8566,60.3119,25.2204,1,-0.254345,0.554703,20.1973,5.22073,11.9975,4.9654,3.2957,9999,9999,9999,148.4,4.971,1.86765,1.85884,1.86507,1.86299,1.86433,1.85977,1.86386,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-11.27,-0.0904,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.7,27.7,2.96265,2.37793,1.44897,2.323,1.55151,2.27417,28.7745,14.7274,18,571.888,439.967,23.386,23.7012,30.0005,23.6363,23.5522,59.3662,37.7456,58.6337,23.3706,1398.56,14.8108,100.294,101.855
118,1728492622,1684.6,20241009 09:50:22,09:50:22,5,preburn,quag,8,86,1728492615,0.001438036,1.438035843,16.75329096,1310.555926,967.1921696,94.40383439,127.918224,0.086923719,2.888166849,0.085496087,0.053561368,283.89495,26.35970023,25.01357778,3.182252433,49.58938244,1.58058294,3.187341448,1.601669493,-63.41738068,4.174096996,0.305786437,224.9574528,47.85158539,1.477787047,16.75329096,1406.673695,1367.563939,5.048815933,66.79480608,1.438035843,14.79171386,16.20601879,8.12821E-05,79.11630162,15,2,1,0,51975.81824,1600.019259,1358.799533,0.849239486,0.177432208,6,0.5,0: Broadleaf,2,TRUE,1728492615,1310.555926,1360.344074,16.19348889,14.73963704,1321.755556,16.28392593,600.0019259,97.50615185,0.099926189,25.04038519,25.01357778,999.9,0,0,10015.73926,0,65.25669259,-49.78786667,1332.127037,1380.695556,1.453857037,1360.344074,14.73963704,1.578964074,1.437204815,13.75502963,12.31591852,1600.019259,0.692016667,0.307983333,0,2.070014815,0,14454.88519,13790.44444,37.5877037,38.24507407,38.18266667,36.3747037,36.92814815,1107.240741,492.7785185,0,1728492679,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.7519975,-1.10055197,0.159335628,0,1.47563475,-0.447798687,0.044636565,0,0,2,0/2,3.231,2.70434,0.226826,0.231218,0.0852368,0.0799196,25526.8,24779.4,31595,30531.2,38737.4,37135,44301.3,42619,2.13403,1.91737,0.139549,0,22.7153,999.9,70.5,23.4,20.8864,60.8019,25.3085,1,-0.254794,0.133676,20.1988,5.21879,11.9959,4.9646,3.29538,9999,9999,9999,148.4,4.97102,1.86765,1.85888,1.86507,1.86301,1.86432,1.85978,1.86389,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-11.4,-0.0904,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.8,27.8,3.00903,2.37549,1.44897,2.323,1.55151,2.27905,28.7745,14.7274,18,571.923,440.115,23.3096,23.7052,30,23.6412,23.5575,60.2839,37.7456,58.2519,23.3539,1428.78,14.8165,100.294,101.853
119,1728492627,1689.6,20241009 09:50:27,09:50:27,5,preburn,quag,8,86,1728492619,0.001441888,1.441887637,16.69643153,1333.943929,992.0500981,96.83010698,130.2010186,0.087218395,2.886372649,0.085780276,0.053739907,283.8964963,26.35294154,25.01169286,3.181894874,49.62986928,1.5812587,3.186102891,1.600636174,-63.58724479,3.450098711,0.252894106,224.0122443,47.85611502,1.453806966,16.69643153,1431.232662,1392.404,4.997615854,66.79480608,1.441887637,14.79799999,16.21626606,4.39236E-05,79.11630162,14,2,1,0,51925.59275,1600.028929,1358.807657,0.849239431,0.177432102,6,0.5,0: Broadleaf,2,TRUE,1728492619,1333.943929,1383.738929,16.20041429,14.77017143,1345.266786,16.29085357,600.0049643,97.50608929,0.099976346,25.03386429,25.01169286,999.9,0,0,10005.42429,0,65.27324286,-49.79483929,1355.910357,1404.484286,1.430248929,1383.738929,14.77017143,1.579638929,1.440181071,13.76160714,12.34740714,1600.028929,0.692018714,0.307981286,0,2.155589286,0,14420.64643,13790.53571,37.53321429,38.19178571,38.12689286,36.33453571,36.87253571,1107.250357,492.7785714,0,1728492684,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-49.75284,0.040804503,0.240301306,1,1.44738175,-0.357560038,0.038070384,0,1,2,1/2,3.2311,2.70419,0.229333,0.233803,0.0852695,0.0799388,25444.1,24696,31594.7,30530.8,38735.6,37133.8,44300.8,42618.5,2.13452,1.91698,0.138424,0,22.7177,999.9,70.5,23.4,20.887,61.1719,25.2804,1,-0.255282,-0.104744,20.1992,5.22014,11.9971,4.9649,3.29565,9999,9999,9999,148.5,4.971,1.86765,1.85885,1.86508,1.863,1.86435,1.85979,1.86388,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-11.52,-0.0904,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,27.9,27.8,3.05054,2.37915,1.44897,2.32422,1.55151,2.24976,28.7745,14.7274,18,572.308,439.916,23.2986,23.7087,29.9998,23.6462,23.5619,61.1163,37.7456,58.2519,23.3433,1449.17,14.8234,100.293,101.852
120,1728492632,1694.6,20241009 09:50:32,09:50:32,5,preburn,quag,8,86,1728492625,0.001435566,1.435566442,16.82559408,1360.156296,1014.446792,99.01616607,132.7595127,0.086989072,2.884242488,0.085557401,0.053600043,283.8972872,26.34251982,25.00112593,3.179891037,49.69515811,1.582110911,3.18363191,1.597780126,-63.30848007,3.066712486,0.224931007,223.8804506,48.19623863,1.434440687,16.82559408,1457.91633,1418.174121,5.175895402,66.79480608,1.435566442,14.80428749,16.21656909,1.51271E-06,79.11630162,14,2,1,0,51866.90117,1600.032963,1358.811122,0.849239455,0.177432149,6,0.5,0: Broadleaf,2,TRUE,1728492625,1360.156296,1410.303704,16.20914444,14.79795185,1371.615185,16.29958148,599.9987407,97.50595185,0.100119615,25.02084815,25.00112593,999.9,0,0,9993.193333,0,65.29536667,-50.14711481,1382.566667,1431.488148,1.411196667,1410.303704,14.79795185,1.580488889,1.442888519,13.76988148,12.37602222,1600.032963,0.692017333,0.307982667,0,2.22042963,0,14389.40741,13790.55926,37.47196296,38.13396296,38.06462963,36.28907407,36.81696296,1107.251852,492.7811111,0,1728492689,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,-50.025085,-3.335867167,0.519455234,0,1.426963,-0.206877974,0.027738004,0,0,2,0/2,3.23099,2.70442,0.231904,0.236285,0.0852695,0.0799567,25359.6,24616.4,31594.9,30531.1,38735.8,37133.4,44301,42618.8,2.13455,1.91742,0.137635,0,22.7216,999.9,70.4,23.4,20.8582,61.7519,25.3045,1,-0.255221,-0.223508,20.1991,5.21894,11.9966,4.96495,3.29555,9999,9999,9999,148.5,4.97105,1.86766,1.85884,1.86508,1.86301,1.86437,1.85981,1.8639,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-11.65,-0.0904,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,28,27.9,3.09448,2.37671,1.44897,2.323,1.55151,2.25952,28.7956,14.7274,18,572.376,440.226,23.3108,23.7126,30.0001,23.6511,23.5673,62.0253,37.7456,58.2519,23.3435,1479.24,14.8349,100.294,101.853
